loan_id,customer_id,product,principal_pkr,interest_rate_pct,tenor_months,monthly_installment_pkr,disbursement_date,credit_utilisation,prior_delinquencies,days_past_due,loan_status
L701542,C108540,Auto Finance,311500.0,17.87,60,7888.56,2024-03-26,0.3638,0,0,CLOSED
L701543,C102380,Home Finance,234200.0,16.14,180,3462.02,2025-02-03,0.5441,0,15,ACTIVE
L701544,C103547,Credit Card,358100.0,16.56,12,32587.43,2026-07-16,0.8382,2,296,DEFAULT
L701545,C101373,Home Finance,4680200.0,20.71,180,84662.81,2024-01-15,0.659,0,0,ACTIVE
L701546,C104661,Home Finance,688300.0,22.01,180,13122.39,2023-10-26,0.3489,0,7,CLOSED
L701547,C107859,Credit Card,952700.0,24.62,12,90373.24,2023-10-31,0.5935,1,314,DEFAULT
L701548,C103067,Credit Card,595100.0,21.11,12,55439.27,2023-12-11,0.6492,0,0,ACTIVE
L701549,C110700,Auto Finance,1441800.0,15.55,60,34717.16,2025-09-04,0.547,0,45,CLOSED
L701550,C111853,Credit Card,184200.0,20.65,12,17119.39,2024-09-26,0.2834,1,0,ACTIVE
L701551,C101156,Credit Card,85500.0,19.55,12,7903.59,2025-04-06,0.2744,0,0,CLOSED
L701552,C100669,Personal Loan,575400.0,20.07,36,21404.37,2027-06-29,0.2931,0,217,DEFAULT
L701553,C110802,Credit Card,215500.0,18.57,12,19812.58,2024-10-30,0.5746,0,45,ACTIVE
L701554,C109022,Credit Card,399800.0,12.3,12,35579.79,2024-06-07,0.4201,2,15,ACTIVE
L701555,C100188,Home Finance,1004400.0,24.24,180,20859.73,2023-11-04,0.6381,1,0,ACTIVE
L701556,C102722,Personal Loan,169400.0,24.62,36,6700.28,2026-08-23,0.4764,1,15,ACTIVE
L701557,C107414,Credit Card,61300.0,19.39,12,5664.4,2023-05-27,0.1164,2,45,ACTIVE
L701558,C107450,Home Finance,135000.0,18.97,180,2269.25,2026-06-17,0.1916,0,7,CLOSED
L701559,C105376,Auto Finance,746300.0,21.37,60,20345.93,2024-02-24,0.2084,1,0,ACTIVE
L701560,C111535,Home Finance,1806000.0,17.37,180,28268.67,2025-02-05,0.6847,1,7,ACTIVE
L701561,C100237,Auto Finance,693400.0,15.49,60,16674.63,2024-12-23,0.7977,0,7,CLOSED
L701562,C104608,Personal Loan,208300.0,23.1,36,8075.06,2024-12-24,0.3453,0,7,CLOSED
L701563,C108606,Credit Card,496900.0,14.55,12,44742.79,2024-01-11,0.1672,0,45,ACTIVE
L701564,C106981,Auto Finance,777900.0,17.11,60,19379.42,2026-01-22,0.4921,0,45,ACTIVE
L701565,C104242,Auto Finance,1031200.0,17.02,60,25638.44,2026-03-30,0.4056,0,7,ACTIVE
L701566,C111885,Auto Finance,909000.0,22.9,60,25572.44,2025-02-04,0.2361,1,7,ACTIVE
L701567,C106052,Credit Card,343500.0,14.0,12,30846.09,2025-07-03,0.5765,0,0,CLOSED
L701568,C103296,Credit Card,367800.0,21.95,12,34410.69,2024-11-17,0.3706,0,15,ACTIVE
L701569,C102480,Credit Card,312300.0,16.48,12,28404.86,2024-09-04,0.473,0,0,CLOSED
L701570,C102886,Home Finance,1344200.0,21.6,180,25212.37,2023-11-05,0.506,0,0,ACTIVE
L701571,C105287,Credit Card,123200.0,18.85,12,11341.67,2024-01-10,0.4827,0,30,ACTIVE
L701572,C107685,Credit Card,47600.0,21.8,12,4453.79,2026-03-12,0.1872,0,199,DEFAULT
L701573,C111208,Personal Loan,109900.0,19.24,36,4041.49,2025-03-07,0.727,0,0,CLOSED
L701574,C102611,Auto Finance,493000.0,20.75,60,13267.69,2026-08-19,0.7519,1,194,DEFAULT
L701575,C108639,Personal Loan,427700.0,23.38,36,16642.81,2025-06-15,0.2088,0,0,ACTIVE
L701576,C109606,Personal Loan,313100.0,21.1,36,11813.69,2025-12-25,0.2693,0,0,CLOSED
L701577,C106916,Auto Finance,833700.0,19.51,60,21860.52,2024-08-27,0.3498,1,0,ACTIVE
L701578,C104136,Auto Finance,1545600.0,19.65,60,40648.08,2024-02-27,0.6343,0,45,ACTIVE
L701579,C104883,Personal Loan,1623900.0,18.82,36,59379.6,2023-12-26,0.3811,0,0,ACTIVE
L701580,C101402,Auto Finance,1522200.0,18.59,60,39143.64,2024-12-02,0.4083,0,30,ACTIVE
L701581,C100761,Credit Card,152700.0,16.79,12,13912.33,2023-10-18,0.4853,0,0,ACTIVE
L701582,C100112,Credit Card,833300.0,,12,77273.83,2024-03-03,0.3814,1,30,ACTIVE
L701583,C103451,Credit Card,275000.0,22.51,12,25809.92,2023-06-27,0.2409,0,0,CLOSED
L701584,C111124,Credit Card,228200.0,15.76,12,20680.79,2026-04-17,0.2377,1,0,ACTIVE
L701585,C102319,Auto Finance,1921700.0,20.58,60,51534.34,2026-10-15,0.1397,0,131,DEFAULT
L701586,C107154,Auto Finance,2258500.0,22.56,60,63099.53,2025-02-18,0.3479,1,278,DEFAULT
L701587,C110188,Credit Card,251300.0,15.86,12,22785.73,2025-05-26,0.6648,0,45,CLOSED
L701588,C102172,Home Finance,1169100.0,22.49,180,22713.82,2025-09-27,0.216,0,15,ACTIVE
L701589,C108936,Credit Card,795600.0,18.22,12,73027.28,2027-06-16,0.6045,2,0,CLOSED
L701590,C105254,Auto Finance,336400.0,21.92,60,9276.54,2025-04-26,0.4829,0,45,ACTIVE
L701591,C106289,Personal Loan,904000.0,20.02,36,33603.53,2023-10-28,0.297,0,0,ACTIVE
L701592,C109827,Credit Card,1113600.0,16.94,12,101534.03,2025-10-13,0.5436,0,329,DEFAULT
L701593,C104668,Auto Finance,1951000.0,18.04,60,49583.89,2025-12-30,0.4737,0,0,ACTIVE
L701594,C111111,Credit Card,658600.0,22.84,12,61903.85,2025-06-23,0.1127,0,30,ACTIVE
L701595,C109180,Auto Finance,141600.0,,60,4189.36,2027-01-13,0.418,0,0,ACTIVE
L701596,C104159,Credit Card,167200.0,,12,15317.48,2026-05-12,0.0284,1,0,ACTIVE
L701597,C102926,Auto Finance,882700.0,18.91,60,22855.21,2024-02-09,0.2655,0,0,ACTIVE
L701598,C106654,Personal Loan,1496000.0,20.64,36,56084.68,2025-03-18,0.4742,0,0,CLOSED
L701599,C103680,Personal Loan,608100.0,21.98,36,23218.9,2023-07-24,0.2117,0,0,ACTIVE
L701600,C111484,Auto Finance,1396600.0,16.37,60,34238.6,2024-07-26,0.5429,1,45,ACTIVE
L701601,C108001,Home Finance,1352200.0,,180,26683.33,2023-05-01,0.7889,0,0,ACTIVE
L701602,C107504,Personal Loan,592100.0,19.03,36,21711.51,2026-09-16,0.553,0,45,ACTIVE
L701603,C102442,Home Finance,851000.0,18.06,180,13742.1,2023-01-03,0.3413,0,45,ACTIVE
L701604,C108271,Personal Loan,188800.0,21.06,36,7120.73,2025-05-26,0.2102,0,0,ACTIVE
L701605,C103072,Auto Finance,325900.0,16.49,60,8009.74,2026-07-09,0.4803,0,15,CLOSED
L701606,C108618,Personal Loan,247700.0,18.75,36,9050.01,2025-04-28,0.1131,1,0,ACTIVE
L701607,C110519,Credit Card,127800.0,14.73,12,11522.26,2023-02-07,0.6523,0,0,ACTIVE
L701608,C110110,Credit Card,37800.0,17.37,12,3450.78,2024-03-04,0.0803,0,45,ACTIVE
L701609,C111972,Credit Card,101400.0,22.99,12,9535.65,2025-12-20,0.2606,0,0,ACTIVE
L701610,C108414,Personal Loan,1381400.0,23.16,36,53590.51,2022-09-14,0.2383,0,45,ACTIVE
L701611,C101033,Personal Loan,726100.0,18.24,36,26337.31,2025-11-06,0.1396,1,0,ACTIVE
L701612,C102077,Credit Card,1228400.0,18.56,12,112947.24,2025-02-10,0.5729,0,0,ACTIVE
L701613,C108929,Personal Loan,561700.0,23.21,36,21804.47,2026-05-02,0.3812,0,245,DEFAULT
L701614,C109672,Auto Finance,4453700.0,25.34,60,131611.14,2023-06-12,0.1178,0,45,ACTIVE
L701615,C103584,Credit Card,304800.0,20.48,12,28305.11,2024-06-10,0.4721,1,0,ACTIVE
L701616,C105560,Credit Card,633100.0,19.0,12,58347.85,2025-04-12,0.3355,0,0,ACTIVE
L701617,C109530,Personal Loan,369000.0,23.9,36,14457.57,2023-12-03,0.4235,1,0,CLOSED
L701618,C107142,Personal Loan,855300.0,23.34,36,33260.93,2023-04-09,0.7483,0,30,CLOSED
L701619,C100978,Auto Finance,640800.0,16.45,60,15737.15,2025-05-05,0.1668,0,30,ACTIVE
L701620,C108422,Auto Finance,249500.0,20.91,60,6737.95,2027-05-21,0.4223,0,0,CLOSED
L701621,C105531,Home Finance,769700.0,21.44,180,14343.53,2025-12-08,0.2461,0,0,ACTIVE
L701622,C106412,Credit Card,242000.0,17.46,12,22121.29,2026-05-26,0.2069,0,0,ACTIVE
L701623,C103868,Personal Loan,779600.0,17.25,36,27891.78,2026-03-11,0.3184,1,45,ACTIVE
L701624,C107270,Credit Card,51900.0,20.53,12,4821.21,2024-07-03,0.1462,1,0,CLOSED
L701625,C110878,Auto Finance,977000.0,19.99,60,25878.15,2024-01-29,0.3426,0,0,ACTIVE
L701626,C109657,Personal Loan,1496900.0,18.8,36,54718.05,2027-03-29,0.5277,0,0,ACTIVE
L701627,C104545,Personal Loan,1795500.0,18.56,36,65417.77,2023-03-12,0.5087,1,219,DEFAULT
L701628,C109884,Credit Card,693400.0,21.94,12,64879.47,2025-03-01,0.2586,0,7,ACTIVE
L701629,C100452,Home Finance,1134600.0,24.56,180,23842.7,2025-09-20,0.5709,0,45,ACTIVE
L701630,C108888,Auto Finance,1022900.0,17.12,60,25487.83,2026-05-10,0.0691,0,15,ACTIVE
L701631,C105873,Auto Finance,410100.0,18.29,60,10479.54,2023-06-29,0.3494,0,0,ACTIVE
L701632,C101348,Credit Card,283000.0,18.25,12,25980.15,2025-05-28,0.4137,0,0,ACTIVE
L701633,C110667,Personal Loan,953300.0,25.06,36,37934.83,2027-05-26,0.2973,0,30,ACTIVE
L701634,C101992,Credit Card,31200.0,16.7,12,2841.74,2023-12-19,0.3476,0,0,ACTIVE
L701635,C104394,Auto Finance,509600.0,23.12,60,14400.61,2026-06-02,0.3227,0,0,ACTIVE
L701636,C106607,Personal Loan,726300.0,15.81,36,25466.81,2022-02-06,0.613,0,0,ACTIVE
L701637,C100992,Credit Card,58600.0,20.29,12,5440.5,2024-06-24,0.3232,0,7,ACTIVE
L701638,C105336,Personal Loan,222200.0,21.55,36,8433.12,2024-07-01,0.602,0,7,ACTIVE
L701639,C106940,Home Finance,269800.0,26.82,180,6146.01,2023-05-25,0.1056,1,7,ACTIVE
L701640,C111622,Auto Finance,155000.0,15.48,60,3726.54,2024-05-31,0.3925,0,0,ACTIVE
L701641,C100561,Auto Finance,1516500.0,16.68,60,37428.78,2024-03-18,0.7979,0,15,CLOSED
L701642,C107375,Personal Loan,1063100.0,20.04,36,39529.53,2023-12-10,0.643,0,7,ACTIVE
L701643,C110089,Credit Card,942400.0,21.81,12,88117.16,2024-08-21,0.6494,2,45,ACTIVE
L701644,C100976,Credit Card,342600.0,16.43,12,31151.93,2024-12-27,0.7481,0,30,ACTIVE
L701645,C103899,Auto Finance,46200.0,23.19,60,1306.12,2025-06-18,0.2327,0,45,CLOSED
L701646,C102728,Personal Loan,639100.0,15.71,36,22377.08,2025-02-20,0.6117,1,15,ACTIVE
L701647,C100827,Credit Card,58600.0,18.58,12,5389.28,2025-08-15,0.461,1,30,CLOSED
L701648,C107214,Personal Loan,116800.0,16.57,36,4137.96,2025-06-03,0.2897,0,30,ACTIVE
L701649,C106554,Credit Card,678100.0,19.15,12,62539.15,2025-09-18,0.593,0,0,ACTIVE
L701650,C108065,Personal Loan,114100.0,22.92,36,4413.73,2024-02-28,0.2375,1,0,ACTIVE
L701651,C109867,Personal Loan,884700.0,19.38,36,32598.98,2025-06-09,0.8072,0,0,ACTIVE
L701652,C107172,Auto Finance,2225600.0,15.95,60,54063.86,2024-04-15,0.3243,3,0,CLOSED
L701653,C101195,Personal Loan,252200.0,20.15,36,9391.11,2024-03-08,0.6055,0,7,ACTIVE
L701654,C109232,Personal Loan,265600.0,18.41,36,9657.77,2025-05-25,0.3322,0,45,ACTIVE
L701655,C102186,Personal Loan,472600.0,18.39,36,17176.66,2023-08-14,0.4403,0,0,ACTIVE
L701656,C101445,Credit Card,206800.0,13.66,12,18531.26,2026-11-30,0.2384,0,0,CLOSED
L701657,C105709,Credit Card,222600.0,18.21,12,20427.91,2026-06-05,0.2055,1,15,ACTIVE
L701658,C100657,Personal Loan,2975600.0,,36,107529.29,2025-12-18,0.5785,0,0,ACTIVE
L701659,C108877,Credit Card,216500.0,16.64,12,19710.95,2024-04-14,0.5379,0,45,CLOSED
L701660,C104604,Personal Loan,646900.0,15.23,36,22496.95,2024-02-03,0.2997,1,0,ACTIVE
L701661,C108377,Credit Card,346100.0,20.71,12,32179.54,2023-12-01,0.6247,0,0,ACTIVE
L701662,C109043,Auto Finance,403800.0,19.54,60,10595.89,2024-08-20,0.2235,0,0,CLOSED
L701663,C103545,Auto Finance,1071200.0,21.57,60,29323.38,2025-11-13,0.668,0,0,ACTIVE
L701664,C105455,Auto Finance,2232900.0,18.47,60,57274.3,2024-11-05,0.2729,1,0,ACTIVE
L701665,C100530,Auto Finance,793200.0,17.31,60,19844.7,2025-01-13,0.7927,0,0,ACTIVE
L701666,C108806,Auto Finance,154300.0,17.08,60,3840.55,2024-01-20,0.3697,1,0,ACTIVE
L701667,C105442,Auto Finance,1551500.0,17.09,60,38634.56,2025-06-11,0.4562,1,0,ACTIVE
L701668,C101135,Credit Card,344400.0,19.27,12,31784.03,2022-06-21,0.3181,1,0,CLOSED
L701669,C107274,Personal Loan,629200.0,16.85,36,22384.94,2024-10-19,0.3911,0,30,ACTIVE
L701670,C100556,Personal Loan,1103600.0,21.89,36,42085.21,2025-04-19,0.4402,0,15,ACTIVE
L701671,C106659,Auto Finance,396000.0,24.2,60,11438.89,2023-11-22,0.0112,0,0,ACTIVE
L701672,C111434,Auto Finance,287200.0,20.54,60,7695.42,2022-08-10,0.2657,0,30,CLOSED
L701673,C110995,Auto Finance,399600.0,22.53,60,11157.44,2026-06-16,0.6438,0,30,ACTIVE
L701674,C104420,Auto Finance,450300.0,21.72,60,12366.1,2023-01-26,0.5039,1,45,ACTIVE
L701675,C102916,Personal Loan,2183700.0,19.42,36,80509.05,2024-06-27,0.4703,0,30,ACTIVE
L701676,C107622,Credit Card,442800.0,15.65,12,40099.89,2026-08-03,0.6664,0,0,ACTIVE
L701677,C103141,Personal Loan,1387100.0,24.81,36,55011.52,2025-05-10,0.8218,0,0,ACTIVE
L701678,C108798,Auto Finance,1641800.0,22.38,60,45700.53,2024-08-23,0.4612,0,0,CLOSED
L701679,C107879,Home Finance,1190300.0,20.93,180,21727.36,2026-06-15,0.1519,3,30,ACTIVE
L701680,C101784,Credit Card,237100.0,19.78,12,21937.74,2025-10-30,0.4039,1,0,ACTIVE
L701681,C106677,Auto Finance,196900.0,22.41,60,5483.68,2026-08-04,0.4102,0,45,CLOSED
L701682,C102206,Personal Loan,681700.0,20.98,36,25677.81,2026-07-15,0.1667,0,45,ACTIVE
L701683,C111313,Credit Card,334800.0,15.86,12,30350.57,2024-05-29,0.1093,0,99,DEFAULT
L701684,C110879,Auto Finance,946600.0,18.33,60,24206.66,2025-07-02,0.3796,0,15,ACTIVE
L701685,C106663,Credit Card,121100.0,15.12,12,10933.52,2026-02-12,0.1878,0,0,CLOSED
L701686,C105257,Personal Loan,783100.0,20.79,36,29418.78,2026-10-12,0.5272,0,0,ACTIVE
L701687,C103309,Personal Loan,114000.0,19.48,36,4206.57,2024-01-28,0.5534,0,0,ACTIVE
L701688,C105371,Credit Card,144200.0,21.69,12,13476.32,2024-06-02,0.235,0,15,ACTIVE
L701689,C102101,Personal Loan,536000.0,20.23,36,19981.58,2024-06-17,0.3948,0,0,ACTIVE
L701690,C100932,Auto Finance,1610200.0,14.38,60,37783.67,2026-09-19,0.1805,0,45,ACTIVE
L701691,C100803,Personal Loan,343700.0,17.04,36,12260.39,2026-08-11,0.3774,0,45,ACTIVE
L701692,C109874,Personal Loan,1590200.0,28.13,36,65888.44,2023-04-15,0.1935,1,30,ACTIVE
L701693,C110002,Credit Card,283000.0,23.66,12,26711.39,2024-02-05,0.0823,0,7,ACTIVE
L701694,C100552,Personal Loan,62100.0,13.43,36,2104.19,2024-05-06,0.4202,0,15,ACTIVE
L701695,C104584,Auto Finance,1542500.0,14.32,60,36147.78,2025-10-26,0.6568,0,0,ACTIVE
L701696,C111942,Home Finance,648000.0,21.67,180,12187.49,2025-07-23,0.6471,0,15,ACTIVE
L701697,C109103,Auto Finance,825100.0,21.61,60,22604.47,2025-03-16,0.2263,0,30,ACTIVE
L701698,C101270,Credit Card,31200.0,20.02,12,2893.57,2023-01-07,0.298,0,0,CLOSED
L701699,C111144,Auto Finance,275700.0,21.02,60,7460.87,2024-04-09,0.5387,0,0,CLOSED
L701700,C102830,Home Finance,615800.0,18.47,180,10125.57,2023-08-06,0.0263,0,0,CLOSED
L701701,C108038,Auto Finance,2289900.0,16.67,60,56503.92,2025-02-25,0.4441,0,7,ACTIVE
L701702,C103690,Personal Loan,379300.0,21.81,36,14448.58,2025-02-14,0.8303,0,0,ACTIVE
L701703,C103008,Auto Finance,273300.0,17.14,60,6811.61,2026-03-08,0.5629,0,0,ACTIVE
L701704,C110390,Personal Loan,305300.0,24.35,36,12032.13,2022-03-29,0.4031,0,0,ACTIVE
L701705,C110184,Auto Finance,582900.0,13.78,60,13496.55,2023-04-22,0.0559,0,253,DEFAULT
L701706,C103736,Personal Loan,1591100.0,23.43,36,61948.98,2026-09-18,0.5055,0,0,CLOSED
L701707,C105120,Home Finance,3062200.0,16.15,180,45295.52,2025-04-21,0.2766,1,0,ACTIVE
L701708,C108141,Personal Loan,2780400.0,23.08,36,107745.0,2025-07-03,0.3798,2,7,ACTIVE
L701709,C107133,Credit Card,318600.0,14.89,12,28740.52,2024-02-21,0.6908,0,0,ACTIVE
L701710,C101206,Auto Finance,756600.0,17.65,60,19068.61,2024-03-16,0.6167,3,0,ACTIVE
L701711,C106472,Credit Card,709900.0,21.38,12,66228.81,2027-01-03,0.6007,0,15,ACTIVE
L701712,C104038,Auto Finance,1090000.0,18.7,60,28096.67,2025-10-24,0.4498,1,0,ACTIVE
L701713,C111103,Personal Loan,351900.0,,36,13020.79,2025-10-19,0.0195,0,0,ACTIVE
L701714,C109633,Personal Loan,1076100.0,21.61,36,40881.77,2025-09-02,0.5305,0,7,ACTIVE
L701715,C101248,Personal Loan,816300.0,19.35,36,30067.49,2026-05-21,0.2602,1,7,ACTIVE
L701716,C104619,Personal Loan,1345200.0,14.92,36,46579.95,2024-03-09,0.2314,4,15,ACTIVE
L701717,C107144,Home Finance,1233500.0,15.33,180,17543.63,2025-09-30,0.2353,0,45,ACTIVE
L701718,C104521,Personal Loan,271500.0,11.21,36,8917.13,2024-06-13,0.105,0,0,ACTIVE
L701719,C109294,Auto Finance,1156400.0,22.23,60,32090.07,2025-08-31,0.3557,0,0,CLOSED
L701720,C101653,Personal Loan,312400.0,20.41,36,11673.8,2024-07-14,0.36,0,0,ACTIVE
L701721,C100928,Home Finance,251400.0,24.74,180,5318.96,2023-08-26,0.1037,0,0,ACTIVE
L701722,C108026,Personal Loan,536700.0,21.03,36,20229.5,2026-02-09,0.4355,0,7,ACTIVE
L701723,C110881,Auto Finance,389300.0,17.58,60,9797.69,2023-03-16,0.298,0,0,CLOSED
L701724,C108288,Credit Card,193800.0,15.16,12,17508.65,2024-08-09,0.3532,0,0,ACTIVE
L701725,C110111,Auto Finance,1847300.0,18.14,60,47048.93,2026-12-18,0.2661,1,45,CLOSED
L701726,C104372,Personal Loan,296700.0,19.67,36,10974.89,2025-07-17,0.0355,0,15,ACTIVE
L701727,C109855,Auto Finance,1121200.0,22.85,60,31509.22,2026-11-14,0.4193,1,0,ACTIVE
L701728,C104160,Personal Loan,275100.0,20.12,36,10239.81,2025-11-27,0.6012,0,7,ACTIVE
L701729,C102233,Home Finance,1162400.0,22.29,180,22408.26,2024-12-02,0.4799,0,7,ACTIVE
L701730,C101686,Credit Card,186100.0,17.13,12,16980.83,2026-04-16,0.1279,0,30,CLOSED
L701731,C105559,Credit Card,197400.0,16.76,12,17978.87,2025-01-01,0.2505,0,15,CLOSED
L701732,C103484,Credit Card,116200.0,14.75,12,10477.51,2023-05-27,0.4103,0,0,ACTIVE
L701733,C111545,Personal Loan,999100.0,24.23,36,39317.53,2024-04-22,0.014,0,30,ACTIVE
L701734,C106864,Personal Loan,715600.0,23.45,36,27867.8,2026-01-25,0.2003,0,0,ACTIVE
L701735,C106415,Personal Loan,728000.0,16.08,36,25623.12,2022-12-21,0.7161,0,30,ACTIVE
L701736,C104645,Credit Card,496900.0,16.55,12,45214.2,2026-08-18,0.6053,0,7,ACTIVE
L701737,C103861,Credit Card,782900.0,20.55,12,72731.79,2025-02-26,0.281,1,166,DEFAULT
L701738,C109293,Credit Card,399800.0,19.15,12,36875.29,2025-12-09,0.7896,0,0,CLOSED
L701739,C105180,Personal Loan,2031100.0,17.58,36,73000.4,2023-11-15,0.3226,1,15,ACTIVE
L701740,C107190,Auto Finance,880200.0,24.39,60,25520.06,2023-10-06,0.2847,0,0,ACTIVE
L701741,C110865,Personal Loan,99200.0,20.39,36,3705.22,2027-05-13,0.2316,1,0,ACTIVE
L701742,C105379,Credit Card,32300.0,21.86,12,3024.53,2024-05-08,0.3474,0,0,ACTIVE
L701743,C109136,Personal Loan,922200.0,18.33,36,33492.32,2026-01-27,0.466,0,15,ACTIVE
L701744,C107838,Personal Loan,584000.0,20.91,36,21976.16,2022-12-03,0.4441,0,0,CLOSED
L701745,C102130,Personal Loan,320100.0,16.97,36,11408.72,2026-02-24,0.265,0,0,ACTIVE
L701746,C100424,Auto Finance,291800.0,13.76,60,6753.8,2025-12-26,0.6504,0,30,CLOSED
L701747,C102063,Personal Loan,96700.0,21.43,36,3662.89,2024-06-26,0.1302,0,0,ACTIVE
L701748,C105128,Credit Card,1429000.0,19.57,12,132076.95,2025-08-10,0.1549,2,45,ACTIVE
L701749,C109178,Home Finance,1131800.0,23.95,180,23252.35,2025-09-11,0.2929,2,0,ACTIVE
L701750,C109267,Personal Loan,181600.0,18.44,36,6605.76,2025-09-17,0.2084,0,45,CLOSED
L701751,C102007,Personal Loan,605700.0,18.14,36,21939.68,2023-11-10,0.7767,0,0,ACTIVE
L701752,C102031,Auto Finance,1365100.0,17.41,60,34228.02,2025-04-15,0.1199,0,272,DEFAULT
L701753,C102506,Credit Card,535700.0,23.58,12,50548.25,2025-07-19,0.2505,0,0,ACTIVE
L701754,C101910,Personal Loan,380200.0,15.69,36,13308.54,2024-11-11,0.4063,0,0,CLOSED
L701755,C100991,Auto Finance,813400.0,16.06,60,19805.59,2025-02-26,0.4246,0,15,ACTIVE
L701756,C102498,Auto Finance,234700.0,23.0,60,6617.38,2024-06-03,0.7466,0,7,ACTIVE
L701757,C110675,Auto Finance,6029700.0,17.16,60,150372.03,2025-04-01,0.4671,0,0,ACTIVE
L701758,C105279,Personal Loan,1495000.0,18.4,36,54347.51,2023-09-04,0.5463,0,0,ACTIVE
L701759,C101362,Personal Loan,1377800.0,15.0,36,47762.18,2025-02-19,0.4996,1,7,CLOSED
L701760,C111140,Personal Loan,2005600.0,11.83,36,66452.58,2025-01-20,0.5987,0,0,ACTIVE
L701761,C104269,Credit Card,158900.0,17.28,12,14510.58,2024-02-04,0.4547,0,0,ACTIVE
L701762,C106587,Personal Loan,245500.0,12.01,36,8155.45,2024-05-09,0.3394,0,30,ACTIVE
L701763,C111234,Personal Loan,2638100.0,17.59,36,94831.32,2023-07-15,0.7172,0,254,DEFAULT
L701764,C105543,Credit Card,707600.0,17.35,12,64652.52,2026-05-05,0.4915,1,7,CLOSED
L701765,C103050,Auto Finance,2364100.0,16.0,60,57490.03,2024-01-12,0.2301,1,15,ACTIVE
L701766,C106942,Auto Finance,623700.0,18.75,60,16092.64,2026-03-11,0.3453,0,30,ACTIVE
L701767,C106320,Personal Loan,1256400.0,18.52,36,45751.42,2025-03-31,0.4749,1,15,ACTIVE
L701768,C108777,Personal Loan,341700.0,25.76,36,13722.64,2025-03-15,0.477,0,7,ACTIVE
L701769,C108228,Personal Loan,927600.0,18.74,36,33880.29,2025-06-05,0.3401,0,7,ACTIVE
L701770,C107302,Auto Finance,988300.0,15.95,60,24007.51,2023-12-29,0.3161,0,30,CLOSED
L701771,C105887,Personal Loan,303100.0,16.83,36,10781.33,2024-04-16,0.5313,0,0,ACTIVE
L701772,C110601,Personal Loan,739200.0,23.28,36,28721.38,2025-10-09,0.3155,0,0,ACTIVE
L701773,C104507,Auto Finance,9269400.0,17.45,60,232618.02,2026-05-14,0.2228,0,0,ACTIVE
L701774,C107252,Personal Loan,802900.0,18.56,36,29253.89,2025-06-18,0.348,0,7,ACTIVE
L701775,C107815,Personal Loan,752800.0,15.49,36,26277.39,2025-03-05,0.3235,0,0,CLOSED
L701776,C100290,Auto Finance,970500.0,20.58,60,26025.71,2024-11-01,0.3909,0,7,ACTIVE
L701777,C106648,Auto Finance,614500.0,15.38,60,14741.72,2024-07-20,0.4514,0,15,ACTIVE
L701778,C105708,Auto Finance,419300.0,24.08,60,12082.05,2025-06-16,0.4163,0,0,ACTIVE
L701779,C103081,Credit Card,181400.0,14.94,12,16364.23,2027-01-22,0.1051,0,0,ACTIVE
L701780,C103284,Home Finance,558600.0,21.77,180,10548.19,2025-01-06,0.1325,0,0,ACTIVE
L701781,C103844,Credit Card,213400.0,18.72,12,19635.34,2024-12-12,0.4049,0,0,CLOSED
L701782,C109556,Credit Card,366800.0,17.52,12,33540.53,2023-08-12,0.1687,1,15,CLOSED
L701783,C110926,Credit Card,1261600.0,,12,117001.62,2027-04-13,0.5763,1,15,CLOSED
L701784,C104277,Credit Card,141500.0,,12,13293.66,2024-05-22,0.3083,0,0,ACTIVE
L701785,C100752,Auto Finance,171900.0,20.94,60,4644.3,2024-03-17,0.026,0,0,ACTIVE
L701786,C100248,Auto Finance,1011900.0,18.5,60,25972.16,2025-12-20,0.6034,0,0,ACTIVE
L701787,C104191,Credit Card,53200.0,20.78,12,4948.39,2025-03-25,0.1398,0,0,ACTIVE
L701788,C103166,Personal Loan,292100.0,19.7,36,10809.52,2023-05-19,0.6029,0,45,ACTIVE
L701789,C106079,Credit Card,355600.0,19.69,12,32889.03,2025-12-28,0.2487,1,0,ACTIVE
L701790,C111255,Auto Finance,1923300.0,15.64,60,46403.91,2024-11-03,0.2979,1,7,ACTIVE
L701791,C108858,Personal Loan,651800.0,18.34,36,23675.22,2026-03-09,0.6707,0,0,ACTIVE
L701792,C102400,Auto Finance,649500.0,,60,14924.66,2023-07-24,0.2856,0,180,DEFAULT
L701793,C109971,Personal Loan,144600.0,19.91,36,5366.62,2022-12-31,0.6007,0,45,ACTIVE
L701794,C107700,Home Finance,550400.0,18.05,180,8884.23,2023-05-31,0.5349,0,45,ACTIVE
L701795,C108499,Personal Loan,1816300.0,23.0,36,70309.51,2023-11-28,0.4849,1,0,ACTIVE
L701796,C111407,Home Finance,1120400.0,13.08,180,14235.12,2024-11-19,0.3466,2,30,ACTIVE
L701797,C111978,Auto Finance,1397300.0,18.82,60,36108.27,2025-08-31,0.6839,0,0,ACTIVE
L701798,C104803,Personal Loan,212500.0,15.73,36,7444.03,2024-01-01,0.2425,0,0,CLOSED
L701799,C109108,Credit Card,524800.0,23.28,12,49438.88,2023-10-29,0.6222,1,235,DEFAULT
L701800,C106949,Credit Card,345600.0,16.05,12,31368.92,2025-07-05,0.114,1,15,ACTIVE
L701801,C102583,Personal Loan,248800.0,21.06,36,9379.49,2023-12-15,0.4336,0,7,ACTIVE
